ProjectID,TaskID,Date,PctPlanned,PctComplete,AC,EV,PV
P001,P001-T004,2025-11-04,0.0588,0.0747,10338.35,9463.55,7454.89
P001,P001-T004,2025-11-11,0.4706,0.4122,57384.52,52239.61,59639.09
P001,P001-T004,2025-11-18,0.8824,0.7972,115578.2,101029.74,111823.3
P001,P001-T004,2025-11-25,1.0,0.9321,131937.87,118130.93,126733.07
P001,P001-T004,2025-12-02,1.0,0.9374,130827.13,118801.74,126733.07
P001,P001-T004,2025-12-09,1.0,0.9609,129620.37,121779.96,126733.07
P001,P001-T004,2025-12-16,1.0,1.0,143113.87,126733.07,126733.07
P001,P001-T004,2025-12-23,1.0,1.0,144781.0,126733.07,126733.07
P001,P001-T004,2025-12-30,1.0,0.966,140227.57,122428.7,126733.07
P001,P001-T004,2026-01-06,1.0,0.9151,123581.2,115972.82,126733.07
P001,P001-T005,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T005,2025-10-21,0.0,0.0,0.0,0.0,0.0
P001,P001-T005,2025-10-28,0.0,0.0,0.0,0.0,0.0
P001,P001-T005,2025-11-04,0.0,0.0,0.0,0.0,0.0
P001,P001-T005,2025-11-11,0.0,0.0,0.0,0.0,0.0
P001,P001-T005,2025-11-18,0.0,0.0,0.0,0.0,0.0
P001,P001-T005,2025-11-25,0.0,0.0,0.0,0.0,0.0
P001,P001-T005,2025-12-02,0.0,0.0,0.0,0.0,0.0
P001,P001-T005,2025-12-09,0.0,0.0,0.0,0.0,0.0
P001,P001-T005,2025-12-16,0.0,0.0,0.0,0.0,0.0
P001,P001-T005,2025-12-23,0.0,0.0,0.0,0.0,0.0
P001,P001-T005,2025-12-30,0.0,0.0,0.0,0.0,0.0
P001,P001-T005,2026-01-06,0.0,0.0087,120.56,119.75,0.0
P001,P001-T006,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T006,2025-10-21,0.0,0.0,0.0,0.0,0.0
P001,P001-T006,2025-10-28,0.0,0.0,0.0,0.0,0.0
P001,P001-T006,2025-11-04,0.0,0.0,0.0,0.0,0.0
P001,P001-T006,2025-11-11,0.0,0.0,0.0,0.0,0.0
P001,P001-T006,2025-11-18,0.3043,0.1934,20607.95,15269.74,24034.59
P001,P001-T006,2025-11-25,0.6087,0.505,57107.85,39883.16,48069.19
P001,P001-T006,2025-12-02,0.913,0.7364,84376.88,58158.03,72103.78
P001,P001-T006,2025-12-09,1.0,0.8101,92713.11,63973.49,78970.81
P001,P001-T006,2025-12-16,1.0,0.83,90744.48,65544.71,78970.81
P001,P001-T006,2025-12-23,1.0,0.7545,81841.98,59585.35,78970.81
P001,P001-T006,2025-12-30,1.0,0.8119,90694.65,64113.78,78970.81
P001,P001-T006,2026-01-06,1.0,0.8041,86371.66,63501.41,78970.81
P001,P001-T007,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T007,2025-10-21,0.0,0.0,0.0,0.0,0.0
P001,P001-T007,2025-10-28,0.0,0.0,0.0,0.0,0.0
P001,P001-T007,2025-11-04,0.0,0.0,0.0,0.0,0.0
P001,P001-T007,2025-11-11,0.0,0.0,0.0,0.0,0.0
P001,P001-T007,2025-11-18,0.0,0.0,0.0,0.0,0.0
P001,P001-T007,2025-11-25,0.0,0.0,0.0,0.0,0.0
P001,P001-T007,2025-12-02,0.0,0.0,0.0,0.0,0.0
P001,P001-T007,2025-12-09,0.0,0.0,0.0,0.0,0.0
P001,P001-T007,2025-12-16,0.0,0.0,0.0,0.0,0.0
P001,P001-T007,2025-12-23,0.0,0.0,0.0,0.0,0.0
P001,P001-T007,2025-12-30,0.0,0.0,0.0,0.0,0.0
P001,P001-T007,2026-01-06,0.0,0.0,0.0,0.0,0.0
P001,P001-T008,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T008,2025-10-21,0.0,0.0,0.0,0.0,0.0
P001,P001-T008,2025-10-28,0.0,0.0,0.0,0.0,0.0
P001,P001-T008,2025-11-04,0.0,0.0,0.0,0.0,0.0
P001,P001-T008,2025-11-11,0.1176,0.1175,7625.45,7134.97,7146.62
P001,P001-T008,2025-11-18,0.5294,0.5954,39746.56,36169.76,32159.78
P001,P001-T008,2025-11-25,0.9412,1.0,68226.58,60746.26,57172.95
P001,P001-T008,2025-12-02,1.0,1.0,67616.96,60746.26,60746.26
P001,P001-T008,2025-12-09,1.0,1.0,64931.16,60746.26,60746.26
P001,P001-T008,2025-12-16,1.0,1.0,67579.81,60746.26,60746.26
P001,P001-T008,2025-12-23,1.0,1.0,69464.24,60746.26,60746.26
P001,P001-T008,2025-12-30,1.0,1.0,65550.64,60746.26,60746.26
P001,P001-T008,2026-01-06,1.0,1.0,66627.36,60746.26,60746.26
P001,P001-T009,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T009,2025-10-21,0.0,0.0,0.0,0.0,0.0
P001,P001-T009,2025-10-28,0.0,0.0,0.0,0.0,0.0
P001,P001-T009,2025-11-04,0.0,0.0,0.0,0.0,0.0
P001,P001-T009,2025-11-11,0.0,0.0,0.0,0.0,0.0
P001,P001-T009,2025-11-18,0.3158,0.2844,8492.82,7213.29,8010.07
P001,P001-T009,2025-11-25,0.6842,0.6245,18186.02,15840.56,17355.15
P001,P001-T009,2025-12-02,1.0,0.8961,25335.97,22729.4,25365.22
P001,P001-T009,2025-12-09,1.0,0.9265,25696.61,23501.17,25365.22
P001,P001-T009,2025-12-16,1.0,0.9494,27204.95,24082.81,25365.22
P001,P001-T009,2025-12-23,1.0,0.9653,27061.95,24484.46,25365.22
P001,P001-T009,2025-12-30,1.0,0.9204,25537.98,23347.31,25365.22
P001,P001-T009,2026-01-06,1.0,0.9179,26494.43,23282.98,25365.22
P001,P001-T010,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T010,2025-10-21,0.0,0.0,0.0,0.0,0.0
P001,P001-T010,2025-10-28,0.0,0.0,0.0,0.0,0.0
P001,P001-T010,2025-11-04,0.0,0.0,0.0,0.0,0.0
P001,P001-T010,2025-11-11,0.0,0.0,0.0,0.0,0.0
P001,P001-T010,2025-11-18,0.0,0.0,0.0,0.0,0.0
P001,P001-T010,2025-11-25,0.0,0.0,0.0,0.0,0.0
P001,P001-T010,2025-12-02,0.0,0.0,0.0,0.0,0.0
P001,P001-T010,2025-12-09,0.0,0.0,0.0,0.0,0.0
P001,P001-T010,2025-12-16,0.2143,0.2016,6913.34,8044.57,8550.15
P001,P001-T010,2025-12-23,0.4643,0.4406,15294.45,17580.81,18525.32
P001,P001-T010,2025-12-30,0.7143,0.649,22858.99,25893.71,28500.5
P001,P001-T010,2026-01-06,0.9643,0.765,26769.03,30526.02,38475.67
P001,P001-T011,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T011,2025-10-21,0.0,0.0,0.0,0.0,0.0
P001,P001-T011,2025-10-28,0.0,0.0,0.0,0.0,0.0
P001,P001-T011,2025-11-04,0.0,0.0,0.0,0.0,0.0
P001,P001-T011,2025-11-11,0.0,0.0,0.0,0.0,0.0
P001,P001-T011,2025-11-18,0.0,0.0,0.0,0.0,0.0
P001,P001-T011,2025-11-25,0.0,0.0,0.0,0.0,0.0
P001,P001-T011,2025-12-02,0.0,0.0,0.0,0.0,0.0
P001,P001-T011,2025-12-09,0.2,0.1511,6183.19,8355.96,11062.19
P001,P001-T011,2025-12-16,0.55,0.3769,15686.69,20847.96,30421.03
P001,P001-T011,2025-12-23,0.9,0.6684,28469.85,36971.29,49779.87
P001,P001-T011,2025-12-30,1.0,0.7574,32026.32,41890.07,55310.97
P001,P001-T011,2026-01-06,1.0,0.7407,32584.26,40966.43,55310.97
P001,P001-T012,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T012,2025-10-21,0.0,0.0,0.0,0.0,0.0
P001,P001-T012,2025-10-28,0.0,0.0,0.0,0.0,0.0
P001,P001-T012,2025-11-04,0.0,0.0,0.0,0.0,0.0
P001,P001-T012,2025-11-11,0.0,0.0,0.0,0.0,0.0
P001,P001-T012,2025-11-18,0.0,0.0,0.0,0.0,0.0
P001,P001-T012,2025-11-25,0.0,0.0,0.0,0.0,0.0
P001,P001-T012,2025-12-02,0.0,0.0,0.0,0.0,0.0
P001,P001-T012,2025-12-09,0.0,0.0,0.0,0.0,0.0
P001,P001-T012,2025-12-16,0.0,0.0,0.0,0.0,0.0
P001,P001-T012,2025-12-23,0.0417,0.0563,827.87,882.92,653.71
P001,P001-T012,2025-12-30,0.3333,0.3094,4651.43,4853.71,5229.69
P001,P001-T012,2026-01-06,0.625,0.5923,8857.89,9292.9,9805.67
P001,P001-T013,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T013,2025-10-21,0.0,0.0,0.0,0.0,0.0
P001,P001-T013,2025-10-28,0.0,0.0,0.0,0.0,0.0
P001,P001-T013,2025-11-04,0.0,0.0,0.0,0.0,0.0
P001,P001-T013,2025-11-11,0.0,0.0,0.0,0.0,0.0
P001,P001-T013,2025-11-18,0.0,0.0,0.0,0.0,0.0
P001,P001-T013,2025-11-25,0.0,0.0,0.0,0.0,0.0
P001,P001-T013,2025-12-02,0.0,0.0,0.0,0.0,0.0
P001,P001-T013,2025-12-09,0.0,0.0,0.0,0.0,0.0
P001,P001-T013,2025-12-16,0.0,0.0,0.0,0.0,0.0
P001,P001-T013,2025-12-23,0.0,0.0,0.0,0.0,0.0
P001,P001-T013,2025-12-30,0.0,0.0,0.0,0.0,0.0
P001,P001-T013,2026-01-06,0.1875,0.1239,7157.21,6465.78,9781.43
P001,P001-T014,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T014,2025-10-21,0.0417,0.0528,2884.67,3062.14,2416.4
P001,P001-T014,2025-10-28,0.3333,0.358,20874.21,20761.73,19331.18
P001,P001-T014,2025-11-04,0.625,0.7876,44755.84,45674.93,36245.96
P001,P001-T014,2025-11-11,0.9167,1.0,55234.51,57993.54,53160.74
P001,P001-T014,2025-11-18,1.0,1.0,58307.14,57993.54,57993.54
P001,P001-T014,2025-11-25,1.0,1.0,57649.69,57993.54,57993.54
P001,P001-T014,2025-12-02,1.0,1.0,53747.99,57993.54,57993.54
P001,P001-T014,2025-12-09,1.0,1.0,58315.24,57993.54,57993.54
P001,P001-T014,2025-12-16,1.0,1.0,53327.71,57993.54,57993.54
P001,P001-T014,2025-12-23,1.0,1.0,56997.06,57993.54,57993.54
P001,P001-T014,2025-12-30,1.0,1.0,54177.95,57993.54,57993.54
P001,P001-T014,2026-01-06,1.0,1.0,57156.29,57993.54,57993.54
P001,P001-T015,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T015,2025-10-21,0.0,0.0,0.0,0.0,0.0
P001,P001-T015,2025-10-28,0.0,0.0,0.0,0.0,0.0
P001,P001-T015,2025-11-04,0.0,0.0,0.0,0.0,0.0
P001,P001-T015,2025-11-11,0.0,0.0,0.0,0.0,0.0
P001,P001-T015,2025-11-18,0.0,0.0,0.0,0.0,0.0
P001,P001-T015,2025-11-25,0.0,0.0,0.0,0.0,0.0
P001,P001-T015,2025-12-02,0.0,0.0,0.0,0.0,0.0
P001,P001-T015,2025-12-09,0.0,0.0,0.0,0.0,0.0
P001,P001-T015,2025-12-16,0.0,0.0,0.0,0.0,0.0
P001,P001-T015,2025-12-23,0.0,0.0,0.0,0.0,0.0
P001,P001-T015,2025-12-30,0.0,0.0,0.0,0.0,0.0
P001,P001-T015,2026-01-06,0.0,0.0,0.0,0.0,0.0
P001,P001-T016,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T016,2025-10-21,0.0,0.0043,59.3,50.71,0.0
P001,P001-T016,2025-10-28,0.4667,0.5576,7572.33,6647.92,5563.33
P001,P001-T016,2025-11-04,0.9333,1.0,14593.58,11921.43,11126.67
P001,P001-T016,2025-11-11,1.0,1.0,14492.21,11921.43,11921.43
P001,P001-T016,2025-11-18,1.0,1.0,13717.86,11921.43,11921.43
P001,P001-T016,2025-11-25,1.0,1.0,14161.9,11921.43,11921.43
P001,P001-T016,2025-12-02,1.0,1.0,13550.89,11921.43,11921.43
P001,P001-T016,2025-12-09,1.0,1.0,14026.92,11921.43,11921.43
P001,P001-T016,2025-12-16,1.0,1.0,13291.04,11921.43,11921.43
P001,P001-T016,2025-12-23,1.0,1.0,13884.79,11921.43,11921.43
P001,P001-T016,2025-12-30,1.0,1.0,14460.73,11921.43,11921.43
P001,P001-T016,2026-01-06,1.0,1.0,14557.62,11921.43,11921.43
P001,P001-T017,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T017,2025-10-21,0.0,0.0,0.0,0.0,0.0
P001,P001-T017,2025-10-28,0.0,0.0,0.0,0.0,0.0
P001,P001-T017,2025-11-04,0.0,0.0,0.0,0.0,0.0
P001,P001-T017,2025-11-11,0.0,0.0,0.0,0.0,0.0
P001,P001-T017,2025-11-18,0.0,0.0,0.0,0.0,0.0
P001,P001-T017,2025-11-25,0.0,0.0,0.0,0.0,0.0
P001,P001-T017,2025-12-02,0.0,0.0,0.0,0.0,0.0
P001,P001-T017,2025-12-09,0.0,0.0,0.0,0.0,0.0
P001,P001-T017,2025-12-16,0.0,0.0,0.0,0.0,0.0
P001,P001-T017,2025-12-23,0.0,0.0,0.0,0.0,0.0
P001,P001-T017,2025-12-30,0.0,0.0,0.0,0.0,0.0
P001,P001-T017,2026-01-06,0.0,0.0,0.0,0.0,0.0
P001,P001-T018,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T018,2025-10-21,0.0,0.0,0.0,0.0,0.0
P001,P001-T018,2025-10-28,0.0,0.0,0.0,0.0,0.0
P001,P001-T018,2025-11-04,0.1212,0.1581,1916.18,2331.45,1787.3
P001,P001-T018,2025-11-11,0.3333,0.2875,3702.28,4238.58,4915.07
P001,P001-T018,2025-11-18,0.5455,0.5039,6223.64,7429.76,8042.84
P001,P001-T018,2025-11-25,0.7576,0.699,8694.12,10306.75,11170.61
P001,P001-T018,2025-12-02,0.9697,0.9558,11663.04,14093.13,14298.39
P001,P001-T018,2025-12-09,1.0,0.9706,12355.19,14311.4,14745.21
P001,P001-T018,2025-12-16,1.0,0.9293,11673.65,13703.3,14745.21
P001,P001-T018,2025-12-23,1.0,0.9253,11847.68,13643.88,14745.21
P001,P001-T018,2025-12-30,1.0,0.9078,10927.07,13386.41,14745.21
P001,P001-T018,2026-01-06,1.0,0.9625,11815.07,14191.94,14745.21
P001,P001-T019,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T019,2025-10-21,0.0,0.0,0.0,0.0,0.0
P001,P001-T019,2025-10-28,0.0,0.0,0.0,0.0,0.0
P001,P001-T019,2025-11-04,0.0,0.0,0.0,0.0,0.0
P001,P001-T019,2025-11-11,0.0,0.0,0.0,0.0,0.0
P001,P001-T019,2025-11-18,0.0,0.0,0.0,0.0,0.0
P001,P001-T019,2025-11-25,0.0,0.0,0.0,0.0,0.0
P001,P001-T019,2025-12-02,0.0,0.0,0.0,0.0,0.0
P001,P001-T019,2025-12-09,0.0,0.0,0.0,0.0,0.0
P001,P001-T019,2025-12-16,0.0,0.0,0.0,0.0,0.0
P001,P001-T019,2025-12-23,0.0,0.0,0.0,0.0,0.0
P001,P001-T019,2025-12-30,0.0,0.0,0.0,0.0,0.0
P001,P001-T019,2026-01-06,0.0,0.0,0.0,0.0,0.0
P001,P001-T020,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T020,2025-10-21,0.0,0.0,0.0,0.0,0.0
P001,P001-T020,2025-10-28,0.0,0.0,0.0,0.0,0.0
P001,P001-T020,2025-11-04,0.0,0.0,0.0,0.0,0.0
P001,P001-T020,2025-11-11,0.0,0.0,0.0,0.0,0.0
P001,P001-T020,2025-11-18,0.0,0.0,0.0,0.0,0.0
P001,P001-T020,2025-11-25,0.0,0.0,0.0,0.0,0.0
P001,P001-T020,2025-12-02,0.0,0.0,0.0,0.0,0.0
P001,P001-T020,2025-12-09,0.1818,0.1607,3943.82,4227.41,4783.36
P001,P001-T020,2025-12-16,0.3939,0.3826,9880.68,10065.43,10363.95
P001,P001-T020,2025-12-23,0.6061,0.6015,15985.09,15825.49,15944.54
P001,P001-T020,2025-12-30,0.8182,0.8126,21881.92,21379.05,21525.13
P001,P001-T020,2026-01-06,1.0,1.0,26610.23,26308.49,26308.49
P001,P001-T021,2025-10-14,0.0,0.0,0.0,0.0,0.0
P001,P001-T021,2025-10-21,0.0,0.0,0.0,0.0,0.0
P001,P001-T021,2025-10-28,0.0,0.0,0.0,0.0,0.0
P001,P001-T021,2025-11-04,0.0,0.0,0.0,0.0,0.0
P001,P001-T021,2025-11-11,0.0,0.0,0.0,0.0,0.0
P001,P001-T021,2025-11-18,0.0,0.0,0.0,0.0,0.0
P001,P001-T021,2025-11-25,0.0,0.0,0.0,0.0,0.0
P001,P001-T021,2025-12-02,0.0,0.0,0.0,0.0,0.0
P001,P001-T021,2025-12-09,0.0,0.0,0.0,0.0,0.0
P001,P001-T021,2025-12-16,0.0,0.0,0.0,0.0,0.0
P001,P001-T021,2025-12-23,0.0,0.0,0.0,0.0,0.0
P001,P001-T021,2025-12-30,0.0,0.0,0.0,0.0,0.0
P001,P001-T021,2026-01-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T001,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T001,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T001,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T001,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T001,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T001,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T001,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T001,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T001,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T001,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T001,2025-12-13,0.0,0.0,0.0,0.0,0.0
P002,P002-T001,2025-12-20,0.0,0.0,0.0,0.0,0.0
P002,P002-T001,2025-12-27,0.0,0.0,0.0,0.0,0.0
P002,P002-T001,2026-01-03,0.0,0.0,0.0,0.0,0.0
P002,P002-T001,2026-01-10,0.0,0.0,0.0,0.0,0.0
P002,P002-T002,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T002,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T002,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T002,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T002,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T002,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T002,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T002,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T002,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T002,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T002,2025-12-13,0.0,0.0,0.0,0.0,0.0
P002,P002-T002,2025-12-20,0.0,0.0,0.0,0.0,0.0
P002,P002-T002,2025-12-27,0.0,0.0,0.0,0.0,0.0
P002,P002-T002,2026-01-03,0.037,0.0,0.0,0.0,12434.55
P002,P002-T002,2026-01-10,0.1667,0.1913,50378.77,64209.81,55955.48
P002,P002-T003,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T003,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T003,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T003,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T003,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T003,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T003,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T003,2025-11-22,0.0476,0.0997,23918.66,18944.19,9051.66
P002,P002-T003,2025-11-29,0.2143,0.2492,59076.17,47373.68,40732.47
P002,P002-T003,2025-12-06,0.381,0.4254,97198.51,80854.82,72413.29
P002,P002-T003,2025-12-13,0.5476,0.6086,146350.6,115687.96,104094.1
P002,P002-T003,2025-12-20,0.7143,0.7641,172237.27,145237.66,135774.91
P002,P002-T003,2025-12-27,0.881,0.9568,214002.73,181881.11,167455.73
P002,P002-T003,2026-01-03,1.0,1.0,239195.84,190084.88,190084.88
P002,P002-T003,2026-01-10,1.0,1.0,224994.02,190084.88,190084.88
P002,P002-T004,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T004,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T004,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T004,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T004,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T004,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T004,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T004,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T004,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T004,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T004,2025-12-13,0.0,0.0,0.0,0.0,0.0
P002,P002-T004,2025-12-20,0.0,0.0,0.0,0.0,0.0
P002,P002-T004,2025-12-27,0.0,0.0,0.0,0.0,0.0
P002,P002-T004,2026-01-03,0.0,0.0,0.0,0.0,0.0
P002,P002-T004,2026-01-10,0.0,0.0,0.0,0.0,0.0
P002,P002-T005,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T005,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T005,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T005,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T005,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T005,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T005,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T005,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T005,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T005,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T005,2025-12-13,0.0377,0.0477,3127.35,3066.15,2426.37
P002,P002-T005,2025-12-20,0.1698,0.1936,12894.09,12448.19,10918.66
P002,P002-T005,2025-12-27,0.3019,0.2471,15504.18,15887.82,19410.96
P002,P002-T005,2026-01-03,0.434,0.4179,26100.44,26869.96,27903.25
P002,P002-T005,2026-01-10,0.566,0.5351,36624.92,34404.86,36395.55
P002,P002-T006,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T006,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T006,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T006,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T006,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T006,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T006,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T006,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T006,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T006,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T006,2025-12-13,0.0,0.0,0.0,0.0,0.0
P002,P002-T006,2025-12-20,0.0,0.0,0.0,0.0,0.0
P002,P002-T006,2025-12-27,0.0,0.0,0.0,0.0,0.0
P002,P002-T006,2026-01-03,0.0,0.0,0.0,0.0,0.0
P002,P002-T006,2026-01-10,0.0,0.0,0.0,0.0,0.0
P002,P002-T007,2025-10-04,0.0,0.0,0.0,0.0,0.0
P002,P002-T007,2025-10-11,0.0,0.0,0.0,0.0,0.0
P002,P002-T007,2025-10-18,0.0,0.0,0.0,0.0,0.0
P002,P002-T007,2025-10-25,0.0,0.0,0.0,0.0,0.0
P002,P002-T007,2025-11-01,0.0,0.0,0.0,0.0,0.0
P002,P002-T007,2025-11-08,0.0,0.0,0.0,0.0,0.0
P002,P002-T007,2025-11-15,0.0,0.0,0.0,0.0,0.0
P002,P002-T007,2025-11-22,0.0,0.0,0.0,0.0,0.0
P002,P002-T007,2025-11-29,0.0,0.0,0.0,0.0,0.0
P002,P002-T007,2025-12-06,0.0,0.0,0.0,0.0,0.0
P002,P002-T007,2025-12-13,0.12,0.108,61763.43,52658.98,58488.43
P002,P002-T007,2025-12-20,0.26,0.2708,152003.14,131982.66,126724.93
